주차장명,소재지지번주소,주차구획수,위도,경도,읍면동_추출,행정구역_그룹,시간대,혼잡지수_v3
운정2,경기도 파주시 와동동 1304-2,183,37.7304233721,126.7518587267,와동동,운정,00-06시,139.85962828990756
운정2,경기도 파주시 와동동 1304-2,183,37.7304233721,126.7518587267,와동동,운정,06-09시,131.15411921120486
운정2,경기도 파주시 와동동 1304-2,183,37.7304233721,126.7518587267,와동동,운정,12-15시,67.77905888253721
운정2,경기도 파주시 와동동 1304-2,183,37.7304233721,126.7518587267,와동동,운정,18-21시,107.43072866526477
한울마을,경기도 파주시 동패동 1892,52,37.7114234036,126.7391388443,동패동,운정,00-06시,139.85962828990756
한울마을,경기도 파주시 동패동 1892,52,37.7114234036,126.7391388443,동패동,운정,06-09시,131.15411921120486
한울마을,경기도 파주시 동패동 1892,52,37.7114234036,126.7391388443,동패동,운정,12-15시,67.77905888253721
한울마을,경기도 파주시 동패동 1892,52,37.7114234036,126.7391388443,동패동,운정,18-21시,107.43072866526477
한울마을2,경기도 파주시 동패동 1890,18,37.7115542374,126.7396814451,동패동,운정,00-06시,139.85962828990756
한울마을2,경기도 파주시 동패동 1890,18,37.7115542374,126.7396814451,동패동,운정,06-09시,131.15411921120486
한울마을2,경기도 파주시 동패동 1890,18,37.7115542374,126.7396814451,동패동,운정,12-15시,67.77905888253721
한울마을2,경기도 파주시 동패동 1890,18,37.7115542374,126.7396814451,동패동,운정,18-21시,107.43072866526477
산내마을1,경기도 파주시 목동동 1078,58,37.7235714871,126.7402854702,목동동,운정,00-06시,139.85962828990756
산내마을1,경기도 파주시 목동동 1078,58,37.7235714871,126.7402854702,목동동,운정,06-09시,131.15411921120486
산내마을1,경기도 파주시 목동동 1078,58,37.7235714871,126.7402854702,목동동,운정,12-15시,67.77905888253721
산내마을1,경기도 파주시 목동동 1078,58,37.7235714871,126.7402854702,목동동,운정,18-21시,107.43072866526477
파주2,경기도 파주시 파주읍 연풍리 405-3,15,37.8293248233,126.8346887553,파주읍,파주읍,00-06시,20.182224523321825
파주2,경기도 파주시 파주읍 연풍리 405-3,15,37.8293248233,126.8346887553,파주읍,파주읍,06-09시,22.85335238287705
파주2,경기도 파주시 파주읍 연풍리 405-3,15,37.8293248233,126.8346887553,파주읍,파주읍,12-15시,27.624381636326863
파주2,경기도 파주시 파주읍 연풍리 405-3,15,37.8293248233,126.8346887553,파주읍,파주읍,18-21시,13.919544308236576
하천부지,경기도 파주시 법원읍 법원리 431-14,18,37.8467138629,126.8815312549,법원읍,법원읍,00-06시,6.299767456332388
하천부지,경기도 파주시 법원읍 법원리 431-14,18,37.8467138629,126.8815312549,법원읍,법원읍,06-09시,7.0180957533453565
하천부지,경기도 파주시 법원읍 법원리 431-14,18,37.8467138629,126.8815312549,법원읍,법원읍,12-15시,9.77730913135082
하천부지,경기도 파주시 법원읍 법원리 431-14,18,37.8467138629,126.8815312549,법원읍,법원읍,18-21시,4.897962098214446
법원7,경기도 파주시 법원읍 법원리 431-10,18,37.8467237841,126.8782804716,법원읍,법원읍,00-06시,6.299767456332388
법원7,경기도 파주시 법원읍 법원리 431-10,18,37.8467237841,126.8782804716,법원읍,법원읍,06-09시,7.0180957533453565
법원7,경기도 파주시 법원읍 법원리 431-10,18,37.8467237841,126.8782804716,법원읍,법원읍,12-15시,9.77730913135082
법원7,경기도 파주시 법원읍 법원리 431-10,18,37.8467237841,126.8782804716,법원읍,법원읍,18-21시,4.897962098214446
천현초교,경기도 파주시 법원읍 법원리 443-16,17,37.8486958739,126.8772822725,법원읍,법원읍,00-06시,6.299767456332388
천현초교,경기도 파주시 법원읍 법원리 443-16,17,37.8486958739,126.8772822725,법원읍,법원읍,06-09시,7.0180957533453565
천현초교,경기도 파주시 법원읍 법원리 443-16,17,37.8486958739,126.8772822725,법원읍,법원읍,12-15시,9.77730913135082
천현초교,경기도 파주시 법원읍 법원리 443-16,17,37.8486958739,126.8772822725,법원읍,법원읍,18-21시,4.897962098214446
금촌2 공영,경기도 파주시 금촌동 987-1,303,37.7522227591,126.767111429,금촌동,금촌,00-06시,57.02432553524429
금촌2 공영,경기도 파주시 금촌동 987-1,303,37.7522227591,126.767111429,금촌동,금촌,06-09시,55.65659890678894
금촌2 공영,경기도 파주시 금촌동 987-1,303,37.7522227591,126.767111429,금촌동,금촌,12-15시,35.4833995442708
금촌2 공영,경기도 파주시 금촌동 987-1,303,37.7522227591,126.767111429,금촌동,금촌,18-21시,47.80709104637571
축현리,경기도 파주시 탄현면 축현리 485-7,15,37.8021086235,126.716991388,탄현면,탄현면,00-06시,24.22857083392985
축현리,경기도 파주시 탄현면 축현리 485-7,15,37.8021086235,126.716991388,탄현면,탄현면,06-09시,29.624812306880703
축현리,경기도 파주시 탄현면 축현리 485-7,15,37.8021086235,126.716991388,탄현면,탄현면,12-15시,126.30049958589464
축현리,경기도 파주시 탄현면 축현리 485-7,15,37.8021086235,126.716991388,탄현면,탄현면,18-21시,24.31692264003216
헤이리 GATE 1,경기도 파주시 탄현면 법흥리 1652-286,189,37.7882549739,126.694990605,탄현면,탄현면,00-06시,24.22857083392985
헤이리 GATE 1,경기도 파주시 탄현면 법흥리 1652-286,189,37.7882549739,126.694990605,탄현면,탄현면,06-09시,29.624812306880703
헤이리 GATE 1,경기도 파주시 탄현면 법흥리 1652-286,189,37.7882549739,126.694990605,탄현면,탄현면,12-15시,126.30049958589464
헤이리 GATE 1,경기도 파주시 탄현면 법흥리 1652-286,189,37.7882549739,126.694990605,탄현면,탄현면,18-21시,24.31692264003216
이등병마을,경기도 파주시 광탄면 신산리 575-1,66,37.7818381779,126.8448922666,광탄면,광탄면,00-06시,36.64581316293175
이등병마을,경기도 파주시 광탄면 신산리 575-1,66,37.7818381779,126.8448922666,광탄면,광탄면,06-09시,48.02484169006323
이등병마을,경기도 파주시 광탄면 신산리 575-1,66,37.7818381779,126.8448922666,광탄면,광탄면,12-15시,137.64999354767843
이등병마을,경기도 파주시 광탄면 신산리 575-1,66,37.7818381779,126.8448922666,광탄면,광탄면,18-21시,26.328429845985625
금촌2-15,경기도 파주시 금촌동 1017,40,37.7485332252,126.7738789523,금촌동,금촌,00-06시,57.02432553524429
금촌2-15,경기도 파주시 금촌동 1017,40,37.7485332252,126.7738789523,금촌동,금촌,06-09시,55.65659890678894
금촌2-15,경기도 파주시 금촌동 1017,40,37.7485332252,126.7738789523,금촌동,금촌,12-15시,35.4833995442708
금촌2-15,경기도 파주시 금촌동 1017,40,37.7485332252,126.7738789523,금촌동,금촌,18-21시,47.80709104637571
금촌7,경기도 파주시 금촌동 951-7,15,37.7565280604,126.7753787725,금촌동,금촌,00-06시,57.02432553524429
금촌7,경기도 파주시 금촌동 951-7,15,37.7565280604,126.7753787725,금촌동,금촌,06-09시,55.65659890678894
금촌7,경기도 파주시 금촌동 951-7,15,37.7565280604,126.7753787725,금촌동,금촌,12-15시,35.4833995442708
금촌7,경기도 파주시 금촌동 951-7,15,37.7565280604,126.7753787725,금촌동,금촌,18-21시,47.80709104637571
적성구읍,경기도 파주시 적성면 구읍리 588-5,31,37.9560940761,126.9221856656,적성면,적성면,00-06시,4.701746436909548
적성구읍,경기도 파주시 적성면 구읍리 588-5,31,37.9560940761,126.9221856656,적성면,적성면,06-09시,5.155349143901746
적성구읍,경기도 파주시 적성면 구읍리 588-5,31,37.9560940761,126.9221856656,적성면,적성면,12-15시,8.424272459545405
적성구읍,경기도 파주시 적성면 구읍리 588-5,31,37.9560940761,126.9221856656,적성면,적성면,18-21시,3.7191109899955785
금촌원앙길,경기도 파주시 아동동 321-2,122,37.7653057756,126.7766782682,아동동,금촌,00-06시,57.02432553524429
금촌원앙길,경기도 파주시 아동동 321-2,122,37.7653057756,126.7766782682,아동동,금촌,06-09시,55.65659890678894
금촌원앙길,경기도 파주시 아동동 321-2,122,37.7653057756,126.7766782682,아동동,금촌,12-15시,35.4833995442708
금촌원앙길,경기도 파주시 아동동 321-2,122,37.7653057756,126.7766782682,아동동,금촌,18-21시,47.80709104637571
운정6동,경기도 파주시 동패동 512-6,30,37.7124344911,126.7216880045,동패동,운정,00-06시,139.85962828990756
운정6동,경기도 파주시 동패동 512-6,30,37.7124344911,126.7216880045,동패동,운정,06-09시,131.15411921120486
운정6동,경기도 파주시 동패동 512-6,30,37.7124344911,126.7216880045,동패동,운정,12-15시,67.77905888253721
운정6동,경기도 파주시 동패동 512-6,30,37.7124344911,126.7216880045,동패동,운정,18-21시,107.43072866526477
GTX-A 운정중앙역1,경기도 파주시 동패동 2173-215,525,37.7175116529,126.7305575552,동패동,운정,00-06시,139.85962828990756
GTX-A 운정중앙역1,경기도 파주시 동패동 2173-215,525,37.7175116529,126.7305575552,동패동,운정,06-09시,131.15411921120486
GTX-A 운정중앙역1,경기도 파주시 동패동 2173-215,525,37.7175116529,126.7305575552,동패동,운정,12-15시,67.77905888253721
GTX-A 운정중앙역1,경기도 파주시 동패동 2173-215,525,37.7175116529,126.7305575552,동패동,운정,18-21시,107.43072866526477
법원1,경기도 파주시 법원읍 법원리 442-1,20,37.8490093089,126.8792728936,법원읍,법원읍,00-06시,6.299767456332388
법원1,경기도 파주시 법원읍 법원리 442-1,20,37.8490093089,126.8792728936,법원읍,법원읍,06-09시,7.0180957533453565
법원1,경기도 파주시 법원읍 법원리 442-1,20,37.8490093089,126.8792728936,법원읍,법원읍,12-15시,9.77730913135082
법원1,경기도 파주시 법원읍 법원리 442-1,20,37.8490093089,126.8792728936,법원읍,법원읍,18-21시,4.897962098214446
탄현1,경기도 파주시 탄현면 성동리 702,100,37.7843741812,126.6902857224,탄현면,탄현면,00-06시,24.22857083392985
탄현1,경기도 파주시 탄현면 성동리 702,100,37.7843741812,126.6902857224,탄현면,탄현면,06-09시,29.624812306880703
탄현1,경기도 파주시 탄현면 성동리 702,100,37.7843741812,126.6902857224,탄현면,탄현면,12-15시,126.30049958589464
탄현1,경기도 파주시 탄현면 성동리 702,100,37.7843741812,126.6902857224,탄현면,탄현면,18-21시,24.31692264003216
운정4,경기도 파주시 야당동 1006-9,31,37.7101891648,126.7520252376,야당동,운정,00-06시,139.85962828990756
운정4,경기도 파주시 야당동 1006-9,31,37.7101891648,126.7520252376,야당동,운정,06-09시,131.15411921120486
운정4,경기도 파주시 야당동 1006-9,31,37.7101891648,126.7520252376,야당동,운정,12-15시,67.77905888253721
운정4,경기도 파주시 야당동 1006-9,31,37.7101891648,126.7520252376,야당동,운정,18-21시,107.43072866526477
월롱역 환승주차장,경기도 파주시 월롱면 위전리 167,191,37.7970167751,126.7920210563,월롱면,월롱면,00-06시,19.11871937636869
월롱역 환승주차장,경기도 파주시 월롱면 위전리 167,191,37.7970167751,126.7920210563,월롱면,월롱면,06-09시,41.31557141287369
월롱역 환승주차장,경기도 파주시 월롱면 위전리 167,191,37.7970167751,126.7920210563,월롱면,월롱면,12-15시,57.760895571000994
월롱역 환승주차장,경기도 파주시 월롱면 위전리 167,191,37.7970167751,126.7920210563,월롱면,월롱면,18-21시,13.489443777285478
초롱초,경기도 파주시 동패동 561-25,24,37.7096003742,126.7188517066,동패동,운정,00-06시,139.85962828990756
초롱초,경기도 파주시 동패동 561-25,24,37.7096003742,126.7188517066,동패동,운정,06-09시,131.15411921120486
초롱초,경기도 파주시 동패동 561-25,24,37.7096003742,126.7188517066,동패동,운정,12-15시,67.77905888253721
초롱초,경기도 파주시 동패동 561-25,24,37.7096003742,126.7188517066,동패동,운정,18-21시,107.43072866526477
선유리,경기도 파주시 문산읍 선유리 1425,13,37.8628207214,126.7867520566,문산읍,문산읍,00-06시,219.81638701453755
선유리,경기도 파주시 문산읍 선유리 1425,13,37.8628207214,126.7867520566,문산읍,문산읍,06-09시,240.58692052710327
선유리,경기도 파주시 문산읍 선유리 1425,13,37.8628207214,126.7867520566,문산읍,문산읍,12-15시,277.90602289056534
선유리,경기도 파주시 문산읍 선유리 1425,13,37.8628207214,126.7867520566,문산읍,문산읍,18-21시,196.61583430167468
파주 콘텐츠 월드 1,경기도 파주시 적성면 답곡리 818-2,88,37.9484733382,126.8535677051,적성면,적성면,00-06시,4.701746436909548
파주 콘텐츠 월드 1,경기도 파주시 적성면 답곡리 818-2,88,37.9484733382,126.8535677051,적성면,적성면,06-09시,5.155349143901746
파주 콘텐츠 월드 1,경기도 파주시 적성면 답곡리 818-2,88,37.9484733382,126.8535677051,적성면,적성면,12-15시,8.424272459545405
파주 콘텐츠 월드 1,경기도 파주시 적성면 답곡리 818-2,88,37.9484733382,126.8535677051,적성면,적성면,18-21시,3.7191109899955785
파주 콘텐츠 월드 2,경기도 파주시 파평면 장파리 1206-1,95,37.9467057436,126.8546055141,파평면,파평면,00-06시,1.634399298919569
파주 콘텐츠 월드 2,경기도 파주시 파평면 장파리 1206-1,95,37.9467057436,126.8546055141,파평면,파평면,06-09시,1.795332220142695
파주 콘텐츠 월드 2,경기도 파주시 파평면 장파리 1206-1,95,37.9467057436,126.8546055141,파평면,파평면,12-15시,4.194620550038918
파주 콘텐츠 월드 2,경기도 파주시 파평면 장파리 1206-1,95,37.9467057436,126.8546055141,파평면,파평면,18-21시,1.1809962697062786
파주 콘텐츠 월드 3,경기도 파주시 파평면 장파리 1220-3,99,37.9453289589,126.860250233,파평면,파평면,00-06시,1.634399298919569
파주 콘텐츠 월드 3,경기도 파주시 파평면 장파리 1220-3,99,37.9453289589,126.860250233,파평면,파평면,06-09시,1.795332220142695
파주 콘텐츠 월드 3,경기도 파주시 파평면 장파리 1220-3,99,37.9453289589,126.860250233,파평면,파평면,12-15시,4.194620550038918
파주 콘텐츠 월드 3,경기도 파주시 파평면 장파리 1220-3,99,37.9453289589,126.860250233,파평면,파평면,18-21시,1.1809962697062786
광탄경매시장,경기도 파주시 광탄면 신산리 227-6,35,37.7818608653,126.8473563456,광탄면,광탄면,00-06시,36.64581316293175
광탄경매시장,경기도 파주시 광탄면 신산리 227-6,35,37.7818608653,126.8473563456,광탄면,광탄면,06-09시,48.02484169006323
광탄경매시장,경기도 파주시 광탄면 신산리 227-6,35,37.7818608653,126.8473563456,광탄면,광탄면,12-15시,137.64999354767843
광탄경매시장,경기도 파주시 광탄면 신산리 227-6,35,37.7818608653,126.8473563456,광탄면,광탄면,18-21시,26.328429845985625
문산4,경기도 파주시 문산읍 문산리 148-2,80,37.8560306497,126.7810785087,문산읍,문산읍,00-06시,219.81638701453755
문산4,경기도 파주시 문산읍 문산리 148-2,80,37.8560306497,126.7810785087,문산읍,문산읍,06-09시,240.58692052710327
문산4,경기도 파주시 문산읍 문산리 148-2,80,37.8560306497,126.7810785087,문산읍,문산읍,12-15시,277.90602289056534
문산4,경기도 파주시 문산읍 문산리 148-2,80,37.8560306497,126.7810785087,문산읍,문산읍,18-21시,196.61583430167468
가야2,경기도 파주시 법원읍 가야리 380-27,26,37.8485746933,126.8670319895,법원읍,법원읍,00-06시,6.299767456332388
가야2,경기도 파주시 법원읍 가야리 380-27,26,37.8485746933,126.8670319895,법원읍,법원읍,06-09시,7.0180957533453565
가야2,경기도 파주시 법원읍 가야리 380-27,26,37.8485746933,126.8670319895,법원읍,법원읍,12-15시,9.77730913135082
가야2,경기도 파주시 법원읍 가야리 380-27,26,37.8485746933,126.8670319895,법원읍,법원읍,18-21시,4.897962098214446
파주역 공영,경기도 파주시 파주읍 봉암리 850-4,77,37.8157794456,126.7931143657,파주읍,파주읍,00-06시,20.182224523321825
파주역 공영,경기도 파주시 파주읍 봉암리 850-4,77,37.8157794456,126.7931143657,파주읍,파주읍,06-09시,22.85335238287705
파주역 공영,경기도 파주시 파주읍 봉암리 850-4,77,37.8157794456,126.7931143657,파주읍,파주읍,12-15시,27.624381636326863
파주역 공영,경기도 파주시 파주읍 봉암리 850-4,77,37.8157794456,126.7931143657,파주읍,파주읍,18-21시,13.919544308236576
금촌 9,경기도 파주시 금촌동 948-5,55,37.7581816726,126.7752074412,금촌동,금촌,00-06시,57.02432553524429
금촌 9,경기도 파주시 금촌동 948-5,55,37.7581816726,126.7752074412,금촌동,금촌,06-09시,55.65659890678894
금촌 9,경기도 파주시 금촌동 948-5,55,37.7581816726,126.7752074412,금촌동,금촌,12-15시,35.4833995442708
금촌 9,경기도 파주시 금촌동 948-5,55,37.7581816726,126.7752074412,금촌동,금촌,18-21시,47.80709104637571
금촌역 선로하부 공영,경기도 파주시 아동동 308-2,56,37.7671833793,126.7771481951,아동동,금촌,00-06시,57.02432553524429
금촌역 선로하부 공영,경기도 파주시 아동동 308-2,56,37.7671833793,126.7771481951,아동동,금촌,06-09시,55.65659890678894
금촌역 선로하부 공영,경기도 파주시 아동동 308-2,56,37.7671833793,126.7771481951,아동동,금촌,12-15시,35.4833995442708
금촌역 선로하부 공영,경기도 파주시 아동동 308-2,56,37.7671833793,126.7771481951,아동동,금촌,18-21시,47.80709104637571
운정3,경기도 파주시 와동동 1380,162,37.7292172145,126.7598763741,와동동,운정,00-06시,139.85962828990756
운정3,경기도 파주시 와동동 1380,162,37.7292172145,126.7598763741,와동동,운정,06-09시,131.15411921120486
운정3,경기도 파주시 와동동 1380,162,37.7292172145,126.7598763741,와동동,운정,12-15시,67.77905888253721
운정3,경기도 파주시 와동동 1380,162,37.7292172145,126.7598763741,와동동,운정,18-21시,107.43072866526477
파주1,경기도 파주시 파주읍 연풍리 406-26,40,37.8293984639,126.8349608157,파주읍,파주읍,00-06시,20.182224523321825
파주1,경기도 파주시 파주읍 연풍리 406-26,40,37.8293984639,126.8349608157,파주읍,파주읍,06-09시,22.85335238287705
파주1,경기도 파주시 파주읍 연풍리 406-26,40,37.8293984639,126.8349608157,파주읍,파주읍,12-15시,27.624381636326863
파주1,경기도 파주시 파주읍 연풍리 406-26,40,37.8293984639,126.8349608157,파주읍,파주읍,18-21시,13.919544308236576
법원6,경기도 파주시 법원읍 법원리 679-15,34,37.8510701968,126.8735836066,법원읍,법원읍,00-06시,6.299767456332388
법원6,경기도 파주시 법원읍 법원리 679-15,34,37.8510701968,126.8735836066,법원읍,법원읍,06-09시,7.0180957533453565
법원6,경기도 파주시 법원읍 법원리 679-15,34,37.8510701968,126.8735836066,법원읍,법원읍,12-15시,9.77730913135082
법원6,경기도 파주시 법원읍 법원리 679-15,34,37.8510701968,126.8735836066,법원읍,법원읍,18-21시,4.897962098214446
금촌3 공영,경기도 파주시 금촌동 990-5,50,37.7513615766,126.767766954,금촌동,금촌,00-06시,57.02432553524429
금촌3 공영,경기도 파주시 금촌동 990-5,50,37.7513615766,126.767766954,금촌동,금촌,06-09시,55.65659890678894
금촌3 공영,경기도 파주시 금촌동 990-5,50,37.7513615766,126.767766954,금촌동,금촌,12-15시,35.4833995442708
금촌3 공영,경기도 파주시 금촌동 990-5,50,37.7513615766,126.767766954,금촌동,금촌,18-21시,47.80709104637571
금촌 1-12,경기도 파주시 금촌동 951-2,10,37.7566855376,126.7746052846,금촌동,금촌,00-06시,57.02432553524429
금촌 1-12,경기도 파주시 금촌동 951-2,10,37.7566855376,126.7746052846,금촌동,금촌,06-09시,55.65659890678894
금촌 1-12,경기도 파주시 금촌동 951-2,10,37.7566855376,126.7746052846,금촌동,금촌,12-15시,35.4833995442708
금촌 1-12,경기도 파주시 금촌동 951-2,10,37.7566855376,126.7746052846,금촌동,금촌,18-21시,47.80709104637571
파주4,경기도 파주시 파주읍 파주리 429-1,60,37.8327095532,126.8166465717,파주읍,파주읍,00-06시,20.182224523321825
파주4,경기도 파주시 파주읍 파주리 429-1,60,37.8327095532,126.8166465717,파주읍,파주읍,06-09시,22.85335238287705
파주4,경기도 파주시 파주읍 파주리 429-1,60,37.8327095532,126.8166465717,파주읍,파주읍,12-15시,27.624381636326863
파주4,경기도 파주시 파주읍 파주리 429-1,60,37.8327095532,126.8166465717,파주읍,파주읍,18-21시,13.919544308236576
탄현,경기도 파주시 탄현면 금승리 600,22,37.825187123,126.7351088874,탄현면,탄현면,00-06시,24.22857083392985
탄현,경기도 파주시 탄현면 금승리 600,22,37.825187123,126.7351088874,탄현면,탄현면,06-09시,29.624812306880703
탄현,경기도 파주시 탄현면 금승리 600,22,37.825187123,126.7351088874,탄현면,탄현면,12-15시,126.30049958589464
탄현,경기도 파주시 탄현면 금승리 600,22,37.825187123,126.7351088874,탄현면,탄현면,18-21시,24.31692264003216
회동길,경기도 파주시 문발동 513-16,53,37.7084507591,126.6878017613,문발동,교하동,00-06시,106.42595200010116
회동길,경기도 파주시 문발동 513-16,53,37.7084507591,126.6878017613,문발동,교하동,06-09시,172.85447511263808
회동길,경기도 파주시 문발동 513-16,53,37.7084507591,126.6878017613,문발동,교하동,12-15시,522.4870494277878
회동길,경기도 파주시 문발동 513-16,53,37.7084507591,126.6878017613,문발동,교하동,18-21시,141.22407952012895
운정호수공원,경기도 파주시 와동동 1412,253,37.7197754405,126.7499007521,와동동,운정,00-06시,139.85962828990756
운정호수공원,경기도 파주시 와동동 1412,253,37.7197754405,126.7499007521,와동동,운정,06-09시,131.15411921120486
운정호수공원,경기도 파주시 와동동 1412,253,37.7197754405,126.7499007521,와동동,운정,12-15시,67.77905888253721
운정호수공원,경기도 파주시 와동동 1412,253,37.7197754405,126.7499007521,와동동,운정,18-21시,107.43072866526477
문산5,경기도 파주시 문산읍 선유리 447-3,17,37.864708292,126.804789105,문산읍,문산읍,00-06시,219.81638701453755
문산5,경기도 파주시 문산읍 선유리 447-3,17,37.864708292,126.804789105,문산읍,문산읍,06-09시,240.58692052710327
문산5,경기도 파주시 문산읍 선유리 447-3,17,37.864708292,126.804789105,문산읍,문산읍,12-15시,277.90602289056534
문산5,경기도 파주시 문산읍 선유리 447-3,17,37.864708292,126.804789105,문산읍,문산읍,18-21시,196.61583430167468
조리 1-2,경기도 파주시 조리읍 봉일천리 144-10,24,37.7422696186,126.8084329202,조리읍,조리읍,00-06시,109.86028986239351
조리 1-2,경기도 파주시 조리읍 봉일천리 144-10,24,37.7422696186,126.8084329202,조리읍,조리읍,06-09시,114.69188599886007
조리 1-2,경기도 파주시 조리읍 봉일천리 144-10,24,37.7422696186,126.8084329202,조리읍,조리읍,12-15시,106.8112602545567
조리 1-2,경기도 파주시 조리읍 봉일천리 144-10,24,37.7422696186,126.8084329202,조리읍,조리읍,18-21시,77.38540371047804
법원행복주택,경기도 파주시 법원읍 대능리 556,42,37.8469833451,126.8768489994,법원읍,법원읍,00-06시,6.299767456332388
법원행복주택,경기도 파주시 법원읍 대능리 556,42,37.8469833451,126.8768489994,법원읍,법원읍,06-09시,7.0180957533453565
법원행복주택,경기도 파주시 법원읍 대능리 556,42,37.8469833451,126.8768489994,법원읍,법원읍,12-15시,9.77730913135082
법원행복주택,경기도 파주시 법원읍 대능리 556,42,37.8469833451,126.8768489994,법원읍,법원읍,18-21시,4.897962098214446
